,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,se_ep
40,119913669458006016,119913669458006016,1317424621000.0,2011-09-30 23:17:01,+0000,,Wow that #TheOffice episode was lame,en,['theoffice'],[],264471117,264471117,_Asemota_,Andre,5,23,https://twitter.com/_Asemota_/status/119913669458006016,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep2
41,119913646838120448,119913646838120448,1317424615000.0,2011-09-30 23:16:55,+0000,,Stanley tried to die just to get away #theoffice,en,['theoffice'],[],154902906,154902906,MargaretGrace67,Margaret mccormick,5,23,https://twitter.com/MargaretGrace67/status/119913646838120448,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep2
42,119913567909715968,119913567909715968,1317424597000.0,2011-09-30 23:16:37,+0000,,LMFAO! the pyramid #theoffice,en,['theoffice'],[],76141707,76141707,mingfire,Carbi B,5,23,https://twitter.com/mingfire/status/119913567909715968,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep2
43,119913354964910080,119913354964910080,1317424546000.0,2011-09-30 23:15:46,+0000,,omg kevin is too much lol #theoffice,en,['theoffice'],[],76141707,76141707,mingfire,Carbi B,5,23,https://twitter.com/mingfire/status/119913354964910080,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep2
44,119913343497666562,119913343497666562,1317424543000.0,2011-09-30 23:15:43,+0000,,LMMFSO TURN ON #THEOFFICE RIGHT NOW IT'S TOO FUNNY @LiveLoveLux,en,['theoffice'],[],56221593,56221593,ChiefCeige,New Edition’s Fav Nephew,5,23,https://twitter.com/ChiefCeige/status/119913343497666562,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep2
45,119913295296741376,119913295296741376,1317424532000.0,2011-09-30 23:15:32,+0000,,"No matter how much time passes, certain episodes of #theoffice still make me so uncomfortable.",en,['theoffice'],[],334071499,334071499,levitijerina,tijerina.eth,5,23,https://twitter.com/levitijerina/status/119913295296741376,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep2
47,119913160672149504,119913160672149504,1317424500000.0,2011-09-30 23:15:00,+0000,,haahah i absolutely love #theoffice.  I could watch old episodes over & over again!,en,['theoffice'],[],22108891,22108891,dancer4life627,Theresa,5,23,https://twitter.com/dancer4life627/status/119913160672149504,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep2
49,119912598337626112,119912598337626112,1317424365000.0,2011-09-30 23:12:45,+0000,,AWWWWW!this weeks episode of #TheOffice !! A Narddog!Too cute!,en,['theoffice'],[],205859518,205859518,moriahjw,Moriah W,5,23,https://twitter.com/moriahjw/status/119912598337626112,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep2
50,119912578687307776,119912578687307776,1317424361000.0,2011-09-30 23:12:41,+0000,,"I would really like to see the part of #TheOffice where Michael tries to drag @KateFlannery to rehab set the song ""Rehab.""",en,['theoffice'],[],364218968,364218968,sexistentalism,holden caulfield apologist,5,23,https://twitter.com/sexistentalism/status/119912578687307776,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep2
52,119912556075819008,119912556075819008,1317424355000.0,2011-09-30 23:12:35,+0000,,At Chilis #itswherebusinesshappens #michaelscott #theoffice,en,"['itswherebusinesshappens', 'michaelscott', 'theoffice']",[],25746391,25746391,TimWebber,Tim Webber,5,23,https://twitter.com/TimWebber/status/119912556075819008,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep2
53,119912453239873536,119912453239873536,1317424331000.0,2011-09-30 23:12:11,+0000,,I hate having too many shows to keep up with i can't live without #theoffice #projectrunway #modernfamily,en,"['theoffice', 'projectrunway', 'modernfamily']",[],34085561,34085561,LOU_WEEZEE,Emily Louise,5,23,https://twitter.com/LOU_WEEZEE/status/119912453239873536,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep2
54,119912432025088002,119912432025088002,1317424326000.0,2011-09-30 23:12:06,+0000,,These new #TheOffice episodes are dry #IMO,en,"['theoffice', 'imo']",[],264471117,264471117,_Asemota_,Andre,5,23,https://twitter.com/_Asemota_/status/119912432025088002,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep2
55,119910801195806720,119910801195806720,1317423937000.0,2011-09-30 23:05:37,+0000,,C-SPAN #theoffice Great!,en,['theoffice'],[],113541509,113541509,MrEvanKlein,Evan Klein,5,23,https://twitter.com/MrEvanKlein/status/119910801195806720,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep2
58,119909536671862785,119909536671862785,1317423636000.0,2011-09-30 23:00:36,+0000,,Watching #theoffice,en,['theoffice'],[],241382012,241382012,PMaiarana4,Phil Maiarana,5,23,https://twitter.com/PMaiarana4/status/119909536671862785,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep2
59,119909310758268928,119909310758268928,1317423582000.0,2011-09-30 22:59:42,+0000,,"Getting so damn distracted right now. #Twitter I heart you, especially on a Friday afternoon. #TheOffice",en,"['twitter', 'theoffice']",[],12335182,12335182,veronicaraye,veronica 💘,5,22,https://twitter.com/veronicaraye/status/119909310758268928,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep2
61,119905904383627264,119905904383627264,1317422770000.0,2011-09-30 22:46:10,+0000,,Watching last nights #TheOffice !,en,['theoffice'],[],37080188,37080188,Ashley_Katinka,Ashley Sloan,5,22,https://twitter.com/Ashley_Katinka/status/119905904383627264,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep2
63,119904427711799296,119904427711799296,1317422417000.0,2011-09-30 22:40:17,+0000,,RT @dudesociety: Jury is still out I'd say RT @Grosssman: are you guys liking a Michael Scott-less #theoffice?,en,['theoffice'],[],319298877,319298877,RLBJusCollege,rachel bakerman,5,22,https://twitter.com/RLBJusCollege/status/119904427711799296,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep2
64,119904055228235777,119904055228235777,1317422329000.0,2011-09-30 22:38:49,+0000,,"Is the ""Nard Dog"" supposed to be a beagle or hound dog? #TheOffice",en,['theoffice'],[],14951979,14951979,sonikvilla,AL,5,22,https://twitter.com/sonikvilla/status/119904055228235777,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep2
65,119903204258480128,119903204258480128,1317422126000.0,2011-09-30 22:35:26,+0000,,blunts & #theoffice :D,en,['theoffice'],[],179555029,179555029,_hillzzz,Hillary,5,22,https://twitter.com/_hillzzz/status/119903204258480128,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep2
66,119901985498603520,119901985498603520,1317421835000.0,2011-09-30 22:30:35,+0000,,Still haven't seen any commercials for the New Season of #TheOffice does anyone know it starts??!?,en,['theoffice'],[],291073809,291073809,ThatLiteSkinBoi,Anthony,5,22,https://twitter.com/ThatLiteSkinBoi/status/119901985498603520,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep2
67,119901746410692608,119901746410692608,1317421778000.0,2011-09-30 22:29:38,+0000,,there's something about an underdog that really inspires the unexceptional #theoffice,en,['theoffice'],[],343064841,343064841,whitneysoup,whitneysoup,5,22,https://twitter.com/whitneysoup/status/119901746410692608,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep2
68,119901345405861889,119901345405861889,1317421683000.0,2011-09-30 22:28:03,+0000,,"""Sure...you can go the ass tattoo route. And i'm gonna like it."" #theoffice #narddog",en,"['theoffice', 'narddog']",[],139222088,139222088,arey865,Ashley Tillery,5,22,https://twitter.com/arey865/status/119901345405861889,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep2
69,119899714161356800,119899714161356800,1317421294000.0,2011-09-30 22:21:34,+0000,,"""@OfficeTally: Andy: I guess you could say I'm in one of those classic ass tattoo incentive situations. #TheOffice""",en,['theoffice'],[],365317352,365317352,dumblondey,laurie ormonde,5,22,https://twitter.com/dumblondey/status/119899714161356800,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep2
70,119899324833464320,119899324833464320,1317421201000.0,2011-09-30 22:20:01,+0000,,"Hate to say it?! Good riddance. Michael Scott was an idiot. RT @corymull I hate to say it, but #theoffice is better without Michael Scott.",en,['theoffice'],[],29301792,29301792,simon201,Matthew Stahr,5,22,https://twitter.com/simon201/status/119899324833464320,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep2
71,119899257758171136,119899257758171136,1317421185000.0,2011-09-30 22:19:45,+0000,,“I’m a huge fan of your management book… Management.” #TheOffice,en,['theoffice'],[],24529861,24529861,T_RoyJenkins,T_RoyJenkins,5,22,https://twitter.com/T_RoyJenkins/status/119899257758171136,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep2
72,119898629396905984,119898629396905984,1317421035000.0,2011-09-30 22:17:15,+0000,,"Catching up on all the shows i missed the last few days....starting with #GHjasam then #revenge, #theoffice,#community and #whitney TGIF!",en,"['ghjasam', 'revenge', 'theoffice', 'community', 'whitney']",[],116790379,116790379,caitycaites,C my name is Caite,5,22,https://twitter.com/caitycaites/status/119898629396905984,[],[],0,,False,1,0,0,,#TheOffice,,,,,,,[],,,,,s8ep2
73,119898602201022464,119898602201022464,1317421029000.0,2011-09-30 22:17:09,+0000,,Josh and I have been texting in Kevin talk today. It's hilarious. Seriously never gets old. #TheOffice,en,['theoffice'],[],16390469,16390469,SkyyTweet,Schyler 👻,5,22,https://twitter.com/SkyyTweet/status/119898602201022464,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep2
74,119898486299832320,119898486299832320,1317421001000.0,2011-09-30 22:16:41,+0000,,"""If dicks were iPods, yours would be a shuffle."" LOOOOOOOOOOOOL #TheOffice",en,['theoffice'],[],78689761,78689761,abillionmyles,M Dollaz,5,22,https://twitter.com/abillionmyles/status/119898486299832320,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep2
75,119897907926274049,119897907926274049,1317420863000.0,2011-09-30 22:14:23,+0000,,"""When me president, they see. They see."" - Kevin #TheOffice",en,['theoffice'],[],72629636,72629636,JamieZabs,Jamie Zabinsky,5,22,https://twitter.com/JamieZabs/status/119897907926274049,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep2
76,119897668175663104,119897668175663104,1317420806000.0,2011-09-30 22:13:26,+0000,,"Asked about his ""Man Bag"" featured in HP and Krazinski said, ""I don't have that!"". Didn't deny having one though. #johnkrazinski #TheOffice",en,"['johnkrazinski', 'theoffice']",[],101421609,101421609,StephenSaux,Stephen Saux (he/him),5,22,https://twitter.com/StephenSaux/status/119897668175663104,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep2
77,119897663461261313,119897663461261313,1317420805000.0,2011-09-30 22:13:25,+0000,,Follow me people who love #southpark #theinbetweeners #thehangover #familyguy #shameless #idiotabroad #theoffice and #gavinandstacy :D x,en,"['southpark', 'theinbetweeners', 'thehangover', 'familyguy', 'shameless', 'idiotabroad', 'theoffice', 'gavinandstacy']",[],283141949,283141949,TheEmmaBryant,Emma Bryant www.officialemmabryant.com,5,22,https://twitter.com/TheEmmaBryant/status/119897663461261313,[],[],0,,False,0,1,0,,#TheOffice,,,,,,,[],,,,,s8ep2
78,119897373630660608,119897373630660608,1317420736000.0,2011-09-30 22:12:16,+0000,,#TheOffice S08E02 - The Incentive  http://t.co/VPJDG2hG @GetGlue @theofficenbc,en,['theoffice'],[],29766174,29766174,SimonWakefield,Simon Wakefield,5,22,https://twitter.com/SimonWakefield/status/119897373630660608,['http://bit.ly/pHMHEV'],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep2
79,119896322223509504,119896322223509504,1317420485000.0,2011-09-30 22:08:05,+0000,,"""When me president, they see...they see"" #theoffice fking hilarious",en,['theoffice'],[],190880956,190880956,kourtali,Kourtney Ali,5,22,https://twitter.com/kourtali/status/119896322223509504,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep2
0,122460281640198145,122460281640198145,1318031781000.0,2011-10-07 23:56:21,+0000,,"""I am so impressed with the potential you see in me."" Michael Scott #theoffice",en,['theoffice'],[],77200216,77200216,spikyhairjon,Jonathan Goshorn,5,23,https://twitter.com/spikyhairjon/status/122460281640198145,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep3
1,122458940746383361,122458940746383361,1318031461000.0,2011-10-07 23:51:01,+0000,,Michael Scott's Dunder-Mifflin Scranton Meredith Palmer Memorial Celebrity Rabies Awareness Pro-Am Fun Run Race for the Cure #theoffice,en,['theoffice'],[],305207046,305207046,RyanHuttemann,Ryan Huttemann,5,23,https://twitter.com/RyanHuttemann/status/122458940746383361,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep3
3,122457479132098560,122457479132098560,1318031112000.0,2011-10-07 23:45:12,+0000,,"Yes, it was stupid (and another dumb Kevin moment) but I did laugh at him dead in the car. #ColdOpen #TheOffice",en,"['coldopen', 'theoffice']",[],24939914,24939914,twsspodcast,That's What She Said,5,23,https://twitter.com/twsspodcast/status/122457479132098560,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep3
4,122457210797301760,122457210797301760,1318031048000.0,2011-10-07 23:44:08,+0000,,Taco air is heavy... it sinks to the lowest point #TheOffice,en,['theoffice'],[],19795246,19795246,Andr3wSal3,Andrew Sale,5,23,https://twitter.com/Andr3wSal3/status/122457210797301760,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep3
5,122456903832977408,122456903832977408,1318030975000.0,2011-10-07 23:42:55,+0000,,"""I think if he was sexist Id be able to tell.I wrote my own companion piece to the vagina monologues.Called the penis apologies"" #theoffice",en,['theoffice'],[],138552766,138552766,Pearce_86,David Pearce,5,23,https://twitter.com/Pearce_86/status/122456903832977408,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep3
6,122456510050729985,122456510050729985,1318030881000.0,2011-10-07 23:41:21,+0000,,Darryl is shit #TheOffice,en,['theoffice'],[],15056500,15056500,LaurenDixon,Lauren Dixon,5,23,https://twitter.com/LaurenDixon/status/122456510050729985,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep3
7,122455333233897472,122455333233897472,1318030601000.0,2011-10-07 23:36:41,+0000,,The one where The Office warehouse guys win the lottery  http://t.co/L8ifAYfd #theOffice,en,['theoffice'],[],16369697,16369697,CliqueClack,CliqueClack,5,23,https://twitter.com/CliqueClack/status/122455333233897472,['http://clak.us/t2hzu'],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep3
8,122453549396398081,122453549396398081,1318030175000.0,2011-10-07 23:29:35,+0000,,"#fact bears, beets, battlestar galactaca #theoffice",en,"['fact', 'theoffice']",[],126821353,126821353,Louie_Thompson,Albert Brennaman,5,23,https://twitter.com/Louie_Thompson/status/122453549396398081,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep3
9,122452539944878080,122452539944878080,1318029935000.0,2011-10-07 23:25:35,+0000,,"Also, catching up on #BigBangTheory and #TheOffice tonight! #TGIF!",en,"['bigbangtheory', 'theoffice', 'tgif']",[],217667663,217667663,cthomas1211,Chris Thomas,5,23,https://twitter.com/cthomas1211/status/122452539944878080,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep3
10,122451769623195648,122451769623195648,1318029751000.0,2011-10-07 23:22:31,+0000,,@theofficenbc Starting the weekend off right by watching the new episode of #TheOffice! :),en,['theoffice'],[],21153080,21153080,JessLayne87,Jessica Pate,5,23,https://twitter.com/JessLayne87/status/122451769623195648,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep3
11,122451459752202240,122451459752202240,1318029677000.0,2011-10-07 23:21:17,+0000,,"""SoHo's mostly lofts, but okay."" So. Good. #onlyme #theoffice",en,"['onlyme', 'theoffice']",[],276335071,276335071,manoozle,Manu,5,23,https://twitter.com/manoozle/status/122451459752202240,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep3
12,122451023779471360,122451023779471360,1318029573000.0,2011-10-07 23:19:33,+0000,,"""It's cupcakes and strippers all the way down!"" #TheOffice #Philosophy",en,"['theoffice', 'philosophy']",[],77106578,77106578,mathaeyos,Mathæyós A DW,5,23,https://twitter.com/mathaeyos/status/122451023779471360,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep3
13,122450868959313920,122450868959313920,1318029536000.0,2011-10-07 23:18:56,+0000,,Full table Thu 10/6:  http://t.co/6DczNxdz Historical: #TheOffice (3.2) now TIED for lowest-since-s1. #Greys (3.1) still outright series low.,en,"['theoffice', 'greys']",[],18258824,18258824,spotupj,SpottedRatings.com,5,23,https://twitter.com/spotupj/status/122450868959313920,['http://www.spottedratings.com/2011/10/spotted-ratings-thursday-10611-how-to.html'],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep3
14,122448291748257792,122448291748257792,1318028922000.0,2011-10-07 23:08:42,+0000,,RT @elayne_fauci wonder if real life offices are really like the ones on the series of #theoffice &lt;&lt; I am that receptionist. Lol,en,['theoffice'],[],14955518,14955518,PapiDrinksWine,Harleen Quinzel,5,23,https://twitter.com/PapiDrinksWine/status/122448291748257792,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep3
15,122447936490708992,122447936490708992,1318028837000.0,2011-10-07 23:07:17,+0000,,"Like I said yesterday, Dwight Schrutt is the funniest person on #TheOffice",en,['theoffice'],[],55789594,55789594,spiffdion,Winter Walker,5,23,https://twitter.com/spiffdion/status/122447936490708992,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep3
16,122445956267511808,122445956267511808,1318028365000.0,2011-10-07 22:59:25,+0000,,"RT @TheRealGBM: I'm sorry #theoffice, #dexter has my heart now&lt;----BooooOo!!!",en,"['theoffice', 'dexter']",[],235012016,235012016,ThaJeffernaut,ThaJeffernaut,5,22,https://twitter.com/ThaJeffernaut/status/122445956267511808,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep3
17,122445420373880832,122445420373880832,1318028237000.0,2011-10-07 22:57:17,+0000,,#ParentHood was good now onto #TheOffice !,en,"['parenthood', 'theoffice']",[],172584112,172584112,TheWarrior272,Zach,5,22,https://twitter.com/TheWarrior272/status/122445420373880832,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep3
18,122444754536497152,122444754536497152,1318028079000.0,2011-10-07 22:54:39,+0000,,"I'm sorry #theoffice, #dexter has my heart now",en,"['theoffice', 'dexter']",[],323265634,323265634,TheRealGBM,Mehar Singh,5,22,https://twitter.com/TheRealGBM/status/122444754536497152,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep3
19,122443573307248640,122443573307248640,1318027797000.0,2011-10-07 22:49:57,+0000,,"Big fan of @TheOfficeNBC but these last two episodes have been awful. Bring back Steve Carell, without him #TheOffice has #JumpedTheShark",en,"['theoffice', 'jumpedtheshark']",[],18594418,18594418,kenjbarnes1,Ken Barnes,5,22,https://twitter.com/kenjbarnes1/status/122443573307248640,[],[],0,,False,0,2,0,,#TheOffice,,,,,,,[],,,,,s8ep3
20,122443379668824064,122443379668824064,1318027751000.0,2011-10-07 22:49:11,+0000,,#TheOffice is shitty now #GoodShowsGoneBad,en,"['theoffice', 'goodshowsgonebad']",[],200963540,200963540,Kaleidoscope0o,Mr. Hat,5,22,https://twitter.com/Kaleidoscope0o/status/122443379668824064,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep3
